s02cl_id,hh_id,ind_id,s07sex,s09age,d12sumres
14,H1400015,P1400039,1,21,5
14,H1400019,P1400040,2,65,3
14,H1400025,P1400043,2,37,3
14,H1400026,P1400044,2,19,3
14,H1400026,P1400045,2,36,2
14,H1400027,P1400046,1,43,5
14,H1400027,P1400047,2,33,5
14,H1400028,P1400048,2,19,5
14,H1400028,P1400049,2,38,4
14,H1400028,P1400051,2,24,3
14,H1400028,P1400052,1,23,3
14,H1400028,P1400053,1,54,3
14,H1400029,P1400054,2,18,3
14,H1400029,P1400055,2,35,2
14,H1400030,P1400056,1,23,3
14,H1400031,P1400057,2,27,3
14,H1400031,P1400058,2,20,3
14,H1400029,P1400059,1,23,3
14,H1400032,P1400060,2,18,3
14,H1400032,P1400061,2,24,3
14,H1400033,P1400062,2,32,5
14,H1400034,P1400063,2,28,3
14,H1400022,P1400064,2,21,3
14,H1400022,P1400065,2,20,3
14,H1400023,P1400066,2,27,2
14,H1400024,P1400068,2,42,2
14,H1400083,P1400069,1,41,2
14,H1400022,P1400070,1,26,3
14,H1400022,P1400071,1,27,3
14,H1400035,P1400072,2,21,3
14,H1400035,P1400073,2,22,5
14,H1400037,P1400075,2,27,5
14,H1400018,P1400077,2,41,3
14,H1400028,P1400078,1,21,3
14,H1400026,P1400079,1,46,2
14,H1400028,P1400081,1,26,3
14,H1400029,P1400082,1,18,3
14,H1400101,P1400083,2,18,3
14,H1400101,P1400084,2,22,3
14,H1400136,P1400085,1,18,3
14,H1400128,P1400086,1,25,5
14,H1400019,P1400087,1,20,3
14,H1400127,P1400106,2,35,2
14,H1400127,P1400108,1,47,2
14,H1400129,P1400109,1,59,3
14,H1400129,P1400110,2,18,3
14,H1400129,P1400111,2,53,3
14,H1400129,P1400112,1,66,3
14,H1400129,P1400113,1,21,3
14,H1400129,P1400114,1,36,3
14,H1400129,P1400115,1,33,3
14,H1400130,P1400116,2,35,3
14,H1400131,P1400117,1,56,3
14,H1400131,P1400118,2,66,3
14,H1400132,P1400119,2,35,3
14,H1400133,P1400120,2,36,3
14,H1400134,P1400121,1,19,3
14,H1400135,P1400122,2,18,3
14,H1400135,P1400123,2,20,3
14,H1400135,P1400124,2,42,3
14,H1400019,P1400125,1,33,3
14,H1400019,P1400126,1,71,3
14,H1400106,P1400127,1,62,3
14,H1400107,P1400129,2,20,3
14,H1400108,P1400130,1,40,2
14,H1400109,P1400131,1,25,5
14,H1400107,P1400132,1,25,3
14,H1400110,P1400133,2,22,5
14,H1400110,P1400134,2,19,3
14,H1400111,P1400136,2,75,5
14,H1400112,P1400137,2,18,5
14,H1400112,P1400138,2,22,5
14,H1400112,P1400139,1,18,3
14,H1400113,P1400140,2,51,2
14,H1400113,P1400141,2,30,3
14,H1400113,P1400143,2,18,3
14,H1400113,P1400144,2,70,3
14,H1400114,P1400146,2,29,4
14,H1400106,P1400148,2,40,3
14,H1400107,P1400150,1,24,3
14,H1400044,P1400152,2,33,5
14,H1400045,P1400153,2,39,5
14,H1400045,P1400154,1,18,3
14,H1400045,P1400155,1,41,3
14,H1400045,P1400156,1,22,3
14,H1400047,P1400157,1,26,3
14,H1400047,P1400158,2,25,3
14,H1400048,P1400159,2,25,3
14,H1400049,P1400161,2,27,2
14,H1400049,P1400162,1,22,3
14,H1400049,P1400163,1,26,5
14,H1400050,P1400164,2,47,2
14,H1400076,P1400165,1,19,5
14,H1400097,P1400166,1,45,2
14,H1400085,P1400169,1,29,3
14,H1400086,P1400170,2,30,3
14,H1400088,P1400172,1,51,2
14,H1400088,P1400173,1,44,3
14,H1400089,P1400174,2,33,3
14,H1400091,P1400176,1,25,3
14,H1400091,P1400177,1,24,5
14,H1400092,P1400178,2,19,3
14,H1400085,P1400179,2,22,3
14,H1400099,P1400180,2,23,3
14,H1400095,P1400182,1,45,5
14,H1400101,P1400184,2,37,3
14,H1400093,P1400190,1,43,5
14,H1400094,P1400191,1,31,5
14,H1400095,P1400192,2,37,2
14,H1400096,P1400193,1,33,3
14,H1400096,P1400194,1,23,3
14,H1400096,P1400195,1,29,5
14,H1400096,P1400196,1,22,3
14,H1400097,P1400197,2,40,2
14,H1400104,P1400200,1,29,3
14,H1400103,P1400201,1,32,3
14,H1400071,P1400212,2,31,5
14,H1400072,P1400213,2,26,3
14,H1400073,P1400214,2,42,3
14,H1400074,P1400215,2,19,3
14,H1400074,P1400216,1,22,5
14,H1400075,P1400217,2,34,3
14,H1400076,P1400218,2,39,5
14,H1400077,P1400220,2,25,3
14,H1400075,P1400221,1,35,2
14,H1400099,P1400222,2,18,3
14,H1400030,P1400223,2,32,3
14,H1400066,P1400224,1,45,3
14,H1400064,P1400232,2,37,3
14,H1400065,P1400233,1,19,3
14,H1400065,P1400234,2,80,3
14,H1400065,P1400235,1,87,3
14,H1400066,P1400236,2,30,3
14,H1400067,P1400237,1,25,3
14,H1400067,P1400238,2,18,3
14,H1400068,P1400239,1,18,3
14,H1400068,P1400240,1,25,3
14,H1400069,P1400241,2,27,5
14,H1400070,P1400242,2,23,3
14,H1400079,P1400243,1,25,3
14,H1400079,P1400244,2,19,3
14,H1400079,P1400245,2,18,5
14,H1400079,P1400246,2,18,3
14,H1400081,P1400247,1,30,3
14,H1400081,P1400248,2,25,3
14,H1400081,P1400249,1,23,3
14,H1400105,P1400250,2,25,3
14,H1400105,P1400251,1,22,3
14,H1400105,P1400252,2,19,3
14,H1400022,P1400268,1,25,5
14,H1400103,P1400269,2,31,3
14,H1400104,P1400270,2,24,3
14,H1400082,P1400271,2,40,2
14,H1400082,P1400272,2,28,3
14,H1400022,P1400273,1,48,3
15,H1500064,P1500002,1,23,3
15,H1500065,P1500005,1,21,3
15,H1500066,P1500006,2,55,2
15,H1500066,P1500007,2,24,3
15,H1500067,P1500008,2,55,3
15,H1500068,P1500010,2,52,3
15,H1500069,P1500011,1,24,3
15,H1500069,P1500012,2,26,3
15,H1500070,P1500014,2,62,3
15,H1500070,P1500015,1,18,3
15,H1500071,P1500016,2,25,3
15,H1500071,P1500017,2,25,3
15,H1500072,P1500018,2,30,3
15,H1500073,P1500019,2,24,3
15,H1500073,P1500020,2,69,3
15,H1500074,P1500021,1,59,3
15,H1500074,P1500022,2,22,3
15,H1500074,P1500023,1,19,3
15,H1500075,P1500025,2,80,3
15,H1500076,P1500026,2,39,3
15,H1500076,P1500027,1,24,3
15,H1500077,P1500028,2,41,3
15,H1500078,P1500030,1,22,3
15,H1500079,P1500031,2,64,3
15,H1500080,P1500032,2,25,3
15,H1500080,P1500034,2,18,3
15,H1500152,P1500036,2,35,3
15,H1500077,P1500038,2,71,3
15,H1500079,P1500039,1,33,3
15,H1500152,P1500040,1,39,3
15,H1500152,P1500041,1,18,2
15,H1500072,P1500042,1,19,3
15,H1500043,P1500043,2,25,4
15,H1500043,P1500044,2,46,3
15,H1500044,P1500045,1,33,3
15,H1500044,P1500046,2,29,3
15,H1500045,P1500047,1,27,3
15,H1500045,P1500048,1,26,3
15,H1500046,P1500050,2,32,2
15,H1500046,P1500051,2,36,2
15,H1500047,P1500052,1,19,3
15,H1500047,P1500053,1,18,3
15,H1500047,P1500054,2,20,3
15,H1500047,P1500055,2,18,3
15,H1500047,P1500058,2,42,2
15,H1500048,P1500059,2,20,3
15,H1500048,P1500060,2,18,2
15,H1500048,P1500061,2,18,3
15,H1500049,P1500062,2,40,3
15,H1500053,P1500063,2,23,3
15,H1500050,P1500064,2,55,3
15,H1500050,P1500065,2,29,3
15,H1500050,P1500066,2,21,3
15,H1500050,P1500067,2,39,3
15,H1500050,P1500068,2,37,3
15,H1500050,P1500069,2,25,3
15,H1500051,P1500071,1,66,3
15,H1500051,P1500072,1,18,3
15,H1500051,P1500073,1,40,3
15,H1500051,P1500074,1,36,3
15,H1500051,P1500075,1,26,3
15,H1500051,P1500076,1,25,3
15,H1500051,P1500077,1,63,2
15,H1500054,P1500079,2,54,3
15,H1500054,P1500080,2,36,3
15,H1500056,P1500082,1,47,3
15,H1500058,P1500084,1,44,3
15,H1500087,P1500089,2,77,3
15,H1500087,P1500090,2,22,3
15,H1500088,P1500091,2,18,3
15,H1500089,P1500093,1,62,3
15,H1500089,P1500094,1,21,4
15,H1500090,P1500095,1,23,3
15,H1500090,P1500096,2,26,4
15,H1500091,P1500097,1,51,2
15,H1500094,P1500100,1,38,3
15,H1500019,P1500103,1,32,4
15,H1500019,P1500104,1,34,3
15,H1500136,P1500105,1,22,3
15,H1500091,P1500106,2,33,3
15,H1500034,P1500109,1,22,3
15,H1500142,P1500110,1,27,3
15,H1500142,P1500111,2,57,3
15,H1500026,P1500112,1,19,3
15,H1500029,P1500113,1,21,3
15,H1500022,P1500127,2,49,4
15,H1500022,P1500128,2,22,3
15,H1500024,P1500130,1,24,3
15,H1500022,P1500132,1,51,2
15,H1500027,P1500134,2,64,3
15,H1500027,P1500135,2,22,3
15,H1500028,P1500137,1,20,5
15,H1500024,P1500138,1,24,3
15,H1500030,P1500140,2,43,1
15,H1500032,P1500142,1,52,3
15,H1500032,P1500143,1,20,3
15,H1500033,P1500144,2,32,3
15,H1500142,P1500145,2,24,3
15,H1500011,P1500146,1,42,2
15,H1500008,P1500147,1,27,3
15,H1500001,P1500170,2,27,3
15,H1500003,P1500173,2,40,3
15,H1500004,P1500174,2,33,2
15,H1500004,P1500175,1,42,2
15,H1500008,P1500182,2,35,3
15,H1500009,P1500183,2,19,3
15,H1500009,P1500184,2,28,3
15,H1500010,P1500185,2,20,3
15,H1500010,P1500186,2,28,4
15,H1500010,P1500189,2,57,4
15,H1500011,P1500190,2,46,2
15,H1500011,P1500191,2,70,3
15,H1500012,P1500192,2,21,3
15,H1500013,P1500193,1,44,3
15,H1500014,P1500194,2,39,3
15,H1500022,P1500196,1,19,3
15,H1500046,P1500197,2,36,2
15,H1500016,P1500200,1,21,3
15,H1500016,P1500201,1,22,3
15,H1500090,P1500203,2,35,3
15,H1500106,P1500211,2,26,3
15,H1500106,P1500212,1,31,3
15,H1500107,P1500213,2,47,2
15,H1500107,P1500214,1,54,2
15,H1500108,P1500215,2,32,3
15,H1500110,P1500219,1,36,3
15,H1500111,P1500220,2,30,2
15,H1500112,P1500221,2,20,3
15,H1500030,P1500226,1,21,3
15,H1500114,P1500228,2,38,3
15,H1500130,P1500230,1,46,2
15,H1500053,P1500233,1,21,3
15,H1500056,P1500234,1,26,3
15,H1500056,P1500235,2,20,3
15,H1500056,P1500236,1,20,3
15,H1500056,P1500238,2,43,3
15,H1500058,P1500239,1,23,3
15,H1500046,P1500240,1,21,3
15,H1500127,P1500254,1,21,2
15,H1500128,P1500255,2,57,2
15,H1500128,P1500256,1,18,3
15,H1500128,P1500257,2,19,3
15,H1500128,P1500258,1,20,3
15,H1500129,P1500259,2,28,3
15,H1500130,P1500260,2,39,2
15,H1500128,P1500261,2,30,3
15,H1500131,P1500262,2,27,3
15,H1500132,P1500263,2,21,3
15,H1500133,P1500264,2,42,3
15,H1500133,P1500265,1,21,3
15,H1500135,P1500267,1,22,3
15,H1500135,P1500268,1,20,3
15,H1500137,P1500270,1,19,3
15,H1500130,P1500271,1,20,3
15,H1500138,P1500273,1,46,2
15,H1500138,P1500274,2,39,2
15,H1500139,P1500275,2,43,3
15,H1500141,P1500277,2,66,2
15,H1500034,P1500278,2,27,3
15,H1500034,P1500279,2,44,4
15,H1500142,P1500280,2,30,3
15,H1500032,P1500281,1,19,3
15,H1500141,P1500282,1,35,2
15,H1500132,P1500284,1,25,3
15,H1500142,P1500285,1,65,3
15,H1500064,P1500400,1,29,3
15,H1500111,P1500401,1,43,2
15,H1500077,P1500402,1,23,3
16,H1600108,P1600001,2,36,3
16,H1600152,P1600002,2,36,3
16,H1600152,P1600003,2,41,3
16,H1600111,P1600006,2,55,2
16,H1600111,P1600007,2,39,2
16,H1600112,P1600008,2,30,3
16,H1600112,P1600009,1,28,3
16,H1600112,P1600015,1,35,3
16,H1600116,P1600016,1,43,2
16,H1600116,P1600017,1,20,3
16,H1600117,P1600018,2,42,5
16,H1600117,P1600019,2,22,5
16,H1600117,P1600020,2,21,3
16,H1600118,P1600021,2,49,3
16,H1600006,P1600023,2,22,3
16,H1600008,P1600025,2,56,3
16,H1600009,P1600026,2,39,3
16,H1600010,P1600027,2,60,3
16,H1600010,P1600028,1,18,3
16,H1600013,P1600031,2,22,3
16,H1600013,P1600032,1,19,5
16,H1600014,P1600033,2,28,3
16,H1600015,P1600034,2,87,3
16,H1600015,P1600035,2,35,3
16,H1600016,P1600037,2,26,3
16,H1600014,P1600038,2,24,3
16,H1600117,P1600039,1,52,3
16,H1600013,P1600040,1,25,5
16,H1600017,P1600041,2,31,3
16,H1600045,P1600043,2,33,3
16,H1600046,P1600044,2,48,2
16,H1600047,P1600045,2,22,3
16,H1600048,P1600046,2,34,5
16,H1600046,P1600047,1,26,2
16,H1600049,P1600048,2,32,2
16,H1600050,P1600049,1,32,3
16,H1600054,P1600053,2,35,3
16,H1600055,P1600054,2,18,3
16,H1600056,P1600055,2,32,5
16,H1600055,P1600056,1,61,2
16,H1600057,P1600057,2,77,3
16,H1600057,P1600058,2,47,3
16,H1600057,P1600059,1,20,5
16,H1600057,P1600060,2,31,3
16,H1600056,P1600061,1,18,3
16,H1600058,P1600062,2,71,3
16,H1600058,P1600063,2,19,3
16,H1600023,P1600064,2,41,2
16,H1600023,P1600065,2,34,3
16,H1600023,P1600066,2,46,3
16,H1600002,P1600067,1,20,3
16,H1600106,P1600068,2,40,2
16,H1600106,P1600069,2,26,3
16,H1600107,P1600070,2,46,3
16,H1600107,P1600071,2,18,3
16,H1600107,P1600072,2,49,3
16,H1600107,P1600073,2,25,3
16,H1600106,P1600074,1,18,3
16,H1600024,P1600075,2,54,3
16,H1600025,P1600077,2,20,3
16,H1600026,P1600078,2,35,3
16,H1600027,P1600079,2,42,4
16,H1600043,P1600080,1,37,3
16,H1600026,P1600081,1,44,3
16,H1600144,P1600084,2,26,3
16,H1600089,P1600085,2,63,3
16,H1600090,P1600087,1,51,5
16,H1600092,P1600091,2,48,2
16,H1600092,P1600092,1,45,4
16,H1600093,P1600093,2,24,3
16,H1600093,P1600094,2,29,3
16,H1600093,P1600095,2,25,5
16,H1600095,P1600099,2,29,3
16,H1600095,P1600100,2,25,3
16,H1600097,P1600103,2,34,3
16,H1600097,P1600104,1,19,3
16,H1600036,P1600108,2,51,2
16,H1600036,P1600109,2,80,3
16,H1600036,P1600110,2,23,3
16,H1600039,P1600115,2,40,3
16,H1600039,P1600116,2,68,2
16,H1600146,P1600117,2,48,2
16,H1600146,P1600118,2,40,3
16,H1600147,P1600119,2,68,3
16,H1600147,P1600121,1,24,5
16,H1600147,P1600122,1,26,3
16,H1600028,P1600123,1,26,3
16,H1600143,P1600127,2,24,5
16,H1600143,P1600128,2,39,3
16,H1600143,P1600129,1,24,3
16,H1600143,P1600130,1,22,3
16,H1600144,P1600131,2,29,3
16,H1600137,P1600133,2,31,5
16,H1600027,P1600134,2,23,3
16,H1600057,P1600138,1,26,3
16,H1600053,P1600139,2,43,2
16,H1600061,P1600140,1,89,3
16,H1600058,P1600141,1,18,3
16,H1600007,P1600143,2,39,3
16,H1600053,P1600144,1,23,3
16,H1600051,P1600145,1,29,5
16,H1600046,P1600146,2,45,2
16,H1600119,P1600147,1,45,3
16,H1600074,P1600148,1,27,3
16,H1600097,P1600159,1,31,3
16,H1600099,P1600162,2,33,3
16,H1600099,P1600163,2,20,3
16,H1600035,P1600164,2,70,3
16,H1600038,P1600165,1,42,2
16,H1600146,P1600166,1,57,3
16,H1600029,P1600167,1,23,3
16,H1600029,P1600168,2,33,5
16,H1600119,P1600170,2,43,5
16,H1600119,P1600171,1,18,5
16,H1600119,P1600172,2,22,3
16,H1600118,P1600173,2,18,3
16,H1600003,P1600177,1,23,3
16,H1600003,P1600178,2,18,3
16,H1600004,P1600179,1,83,3
16,H1600005,P1600180,2,24,3
16,H1600006,P1600181,2,28,3
16,H1600064,P1600183,2,31,5
16,H1600084,P1600184,2,80,5
16,H1600084,P1600185,2,36,5
16,H1600084,P1600186,2,30,3
16,H1600084,P1600187,2,32,3
16,H1600083,P1600188,2,29,3
16,H1600083,P1600189,1,26,3
16,H1600080,P1600190,2,34,3
16,H1600075,P1600191,2,37,3
16,H1600081,P1600192,1,24,3
16,H1600078,P1600193,2,65,2
16,H1600078,P1600194,1,19,3
16,H1600079,P1600195,2,29,3
16,H1600079,P1600196,1,35,3
16,H1600080,P1600197,1,27,3
16,H1600081,P1600198,2,46,2
16,H1600080,P1600199,2,29,2
16,H1600080,P1600201,2,21,5
16,H1600080,P1600202,2,38,5
16,H1600080,P1600203,2,57,3
16,H1600084,P1600205,1,18,5
16,H1600082,P1600206,2,27,1
16,H1600082,P1600207,2,31,2
16,H1600082,P1600208,2,38,4
16,H1600082,P1600209,2,34,3
16,H1600082,P1600210,2,61,1
16,H1600001,P1600211,1,20,5
16,H1600001,P1600212,2,27,5
16,H1600002,P1600213,2,69,3
16,H1600002,P1600214,1,70,3
16,H1600002,P1600215,2,25,2
16,H1600022,P1600216,2,27,3
16,H1600022,P1600217,1,42,3
16,H1600086,P1600218,1,22,3
16,H1600085,P1600219,2,21,3
16,H1600087,P1600221,2,73,3
16,H1600087,P1600222,1,39,3
16,H1600087,P1600223,2,22,3
16,H1600058,P1600225,2,36,3
16,H1600046,P1600226,1,20,3
16,H1600054,P1600227,1,37,5
16,H1600058,P1600228,2,18,3
16,H1600059,P1600229,2,52,2
16,H1600060,P1600231,1,20,5
16,H1600127,P1600232,2,43,2
16,H1600128,P1600233,2,43,3
16,H1600129,P1600234,2,24,2
16,H1600129,P1600235,1,26,5
16,H1600129,P1600236,2,44,3
16,H1600129,P1600237,1,48,3
16,H1600130,P1600238,1,48,3
16,H1600034,P1600239,2,28,5
16,H1600035,P1600240,2,34,5
16,H1600035,P1600241,2,19,3
16,H1600035,P1600242,1,24,3
16,H1600036,P1600243,2,18,5
16,H1600036,P1600244,2,29,3
16,H1600139,P1600246,2,38,3
16,H1600129,P1600247,1,20,3
16,H1600138,P1600248,1,22,3
16,H1600140,P1600249,2,41,3
16,H1600140,P1600250,1,22,3
16,H1600140,P1600251,1,53,5
16,H1600139,P1600252,1,20,3
16,H1600130,P1600253,1,23,5
16,H1600130,P1600254,1,83,3
16,H1600132,P1600257,1,28,3
16,H1600133,P1600259,2,20,3
16,H1600134,P1600261,1,21,3
16,H1600134,P1600262,2,25,3
16,H1600134,P1600263,2,24,3
16,H1600135,P1600264,1,25,3
16,H1600135,P1600265,1,23,3
16,H1600135,P1600266,2,20,3
16,H1600136,P1600267,1,45,3
16,H1600136,P1600268,2,32,2
16,H1600138,P1600271,2,19,3
16,H1600138,P1600272,2,20,3
16,H1600138,P1600273,1,27,3
16,H1600078,P1600274,2,20,3
16,H1600078,P1600275,1,21,3
16,H1600077,P1600276,2,37,2
16,H1600077,P1600278,1,43,2
16,H1600078,P1600279,2,19,3
16,H1600076,P1600280,2,35,2
16,H1600084,P1600281,1,50,5
16,H1600073,P1600282,2,46,3
16,H1600073,P1600283,1,20,3
16,H1600072,P1600284,1,19,3
16,H1600072,P1600285,1,31,5
16,H1600071,P1600286,2,22,5
16,H1600071,P1600287,2,18,3
16,H1600071,P1600288,2,20,3
16,H1600037,P1600401,1,42,4
16,H1600048,P1600421,1,44,3
16,H1600010,P1600442,1,28,5
16,H1600099,P1600463,1,19,3
16,H1600003,P1600464,1,27,3
16,H1600089,P1600465,1,28,3
16,H1600089,P1600466,1,37,5
17,H1700001,P1700001,2,21,3
17,H1700002,P1700002,2,28,3
17,H1700003,P1700003,1,21,5
17,H1700003,P1700004,1,19,3
17,H1700004,P1700005,2,27,3
17,H1700005,P1700007,2,27,3
17,H1700006,P1700008,2,24,3
17,H1700001,P1700009,1,35,3
17,H1700006,P1700010,2,19,3
17,H1700007,P1700012,1,19,3
17,H1700008,P1700013,1,27,3
17,H1700166,P1700014,2,28,5
17,H1700166,P1700015,2,49,5
17,H1700167,P1700017,1,25,3
17,H1700168,P1700018,1,47,2
17,H1700168,P1700019,2,46,2
17,H1700167,P1700020,2,19,2
17,H1700167,P1700021,2,20,3
17,H1700009,P1700022,1,18,3
17,H1700009,P1700023,1,22,3
17,H1700009,P1700024,2,33,3
17,H1700009,P1700025,1,46,3
17,H1700168,P1700026,1,22,5
17,H1700010,P1700027,2,44,3
17,H1700010,P1700028,1,49,3
17,H1700007,P1700030,2,44,3
17,H1700006,P1700031,1,21,3
17,H1700006,P1700032,2,40,3
17,H1700081,P1700033,1,42,3
17,H1700032,P1700043,2,24,3
17,H1700032,P1700044,2,34,3
17,H1700031,P1700045,2,34,3
17,H1700031,P1700046,2,18,3
17,H1700040,P1700047,2,33,3
17,H1700029,P1700048,2,18,3
17,H1700028,P1700049,2,27,3
17,H1700027,P1700050,1,20,3
17,H1700042,P1700064,2,28,3
17,H1700042,P1700065,1,24,3
17,H1700041,P1700066,2,21,3
17,H1700041,P1700067,2,21,3
17,H1700040,P1700068,1,35,3
17,H1700040,P1700069,2,33,3
17,H1700039,P1700070,2,47,3
17,H1700037,P1700072,2,19,5
17,H1700036,P1700077,2,45,3
17,H1700036,P1700078,1,44,3
17,H1700036,P1700079,2,20,3
17,H1700036,P1700080,2,20,3
17,H1700035,P1700081,2,20,3
17,H1700032,P1700084,1,19,3
17,H1700043,P1700085,1,35,3
17,H1700044,P1700086,1,59,5
17,H1700044,P1700087,2,56,3
17,H1700044,P1700088,1,22,3
17,H1700044,P1700089,2,21,3
17,H1700044,P1700090,2,27,3
17,H1700044,P1700091,1,18,3
17,H1700044,P1700092,2,20,3
17,H1700044,P1700093,1,19,3
17,H1700045,P1700094,2,32,3
17,H1700045,P1700095,1,38,3
17,H1700046,P1700096,1,22,3
17,H1700046,P1700097,2,27,3
17,H1700046,P1700098,2,20,3
17,H1700046,P1700099,2,41,3
17,H1700047,P1700100,2,38,2
17,H1700048,P1700101,1,38,3
17,H1700048,P1700102,1,25,3
17,H1700048,P1700103,2,20,3
17,H1700048,P1700104,1,22,5
17,H1700050,P1700105,1,19,3
17,H1700050,P1700107,2,47,2
17,H1700050,P1700108,1,22,5
17,H1700052,P1700110,2,38,3
17,H1700049,P1700113,1,45,5
17,H1700049,P1700114,2,26,3
17,H1700049,P1700115,1,26,5
17,H1700054,P1700116,1,18,3
17,H1700056,P1700118,1,22,3
17,H1700056,P1700119,2,19,3
17,H1700056,P1700120,2,23,3
17,H1700057,P1700121,2,24,3
17,H1700057,P1700122,2,24,3
17,H1700073,P1700127,2,19,3
17,H1700074,P1700128,2,44,2
17,H1700071,P1700129,1,26,3
17,H1700075,P1700130,2,40,3
17,H1700076,P1700131,2,41,3
17,H1700076,P1700133,2,51,3
17,H1700077,P1700134,1,27,3
17,H1700078,P1700135,2,30,3
17,H1700080,P1700137,1,48,2
17,H1700080,P1700138,2,41,2
17,H1700082,P1700140,2,25,4
17,H1700083,P1700141,2,40,3
17,H1700083,P1700142,2,20,3
17,H1700077,P1700143,2,19,3
17,H1700084,P1700144,2,29,2
17,H1700084,P1700145,2,25,3
17,H1700084,P1700146,2,34,2
17,H1700084,P1700147,2,19,3
17,H1700067,P1700149,2,20,3
17,H1700067,P1700150,2,22,3
17,H1700068,P1700151,2,24,3
17,H1700069,P1700152,2,24,5
17,H1700070,P1700153,2,33,4
17,H1700071,P1700154,2,33,5
17,H1700071,P1700155,2,22,3
17,H1700072,P1700156,1,74,3
17,H1700072,P1700157,2,38,5
17,H1700097,P1700158,2,19,3
17,H1700098,P1700159,2,35,3
17,H1700101,P1700162,2,28,3
17,H1700101,P1700163,2,29,2
17,H1700101,P1700164,2,19,3
17,H1700102,P1700165,1,43,5
17,H1700102,P1700166,2,63,3
17,H1700102,P1700167,2,19,3
17,H1700096,P1700168,1,27,3
17,H1700063,P1700169,1,19,3
17,H1700063,P1700170,2,53,3
17,H1700102,P1700171,1,21,3
17,H1700063,P1700172,1,23,5
17,H1700103,P1700173,2,55,3
17,H1700104,P1700174,2,33,5
17,H1700105,P1700175,2,39,3
17,H1700095,P1700190,2,43,3
17,H1700095,P1700191,1,47,3
17,H1700095,P1700192,2,19,3
17,H1700062,P1700193,2,48,3
17,H1700062,P1700194,2,21,5
17,H1700062,P1700195,2,22,5
17,H1700063,P1700196,1,24,5
17,H1700096,P1700197,2,57,3
17,H1700097,P1700198,2,30,3
17,H1700097,P1700199,1,23,3
17,H1700065,P1700201,1,35,5
17,H1700107,P1700203,2,38,3
17,H1700108,P1700204,2,37,3
17,H1700108,P1700205,2,40,5
17,H1700109,P1700206,2,52,3
17,H1700109,P1700207,1,18,3
17,H1700109,P1700208,1,19,3
17,H1700110,P1700211,2,58,3
17,H1700111,P1700212,1,22,3
17,H1700111,P1700213,1,22,3
17,H1700110,P1700214,1,28,5
17,H1700112,P1700215,1,19,3
17,H1700112,P1700217,2,37,3
17,H1700113,P1700218,2,49,3
17,H1700113,P1700219,2,18,3
17,H1700113,P1700220,1,20,3
17,H1700107,P1700222,1,20,3
17,H1700111,P1700223,2,21,3
17,H1700113,P1700224,1,27,5
17,H1700068,P1700226,2,38,2
17,H1700132,P1700232,2,36,3
17,H1700132,P1700233,2,18,3
17,H1700133,P1700235,1,23,3
17,H1700128,P1700236,1,20,3
17,H1700134,P1700237,2,40,3
17,H1700134,P1700238,2,20,3
17,H1700134,P1700239,1,21,3
17,H1700134,P1700240,1,21,3
17,H1700134,P1700241,1,25,3
17,H1700134,P1700242,1,34,4
17,H1700135,P1700244,2,67,3
17,H1700136,P1700245,1,66,3
17,H1700136,P1700246,2,63,3
17,H1700138,P1700248,2,46,3
17,H1700139,P1700249,2,18,5
17,H1700139,P1700250,1,30,3
17,H1700138,P1700251,1,42,5
17,H1700148,P1700253,2,38,3
17,H1700149,P1700254,2,44,3
17,H1700149,P1700255,2,18,3
17,H1700151,P1700257,1,22,5
17,H1700152,P1700258,2,62,3
17,H1700153,P1700259,2,37,3
17,H1700154,P1700260,2,22,3
17,H1700157,P1700264,2,35,3
17,H1700158,P1700266,1,20,5
17,H1700160,P1700268,2,19,2
17,H1700160,P1700269,1,48,3
17,H1700161,P1700271,1,38,3
17,H1700127,P1700274,2,20,3
17,H1700128,P1700275,2,22,3
17,H1700128,P1700276,2,18,3
17,H1700129,P1700277,2,24,2
17,H1700130,P1700278,1,63,2
17,H1700130,P1700279,1,40,3
17,H1700130,P1700280,1,71,3
17,H1700132,P1700282,2,40,2
17,H1700132,P1700283,1,18,5
17,H1700162,P1700284,1,18,3
17,H1700162,P1700285,2,42,3
17,H1700162,P1700286,2,19,3
17,H1700166,P1700400,1,25,5
17,H1700166,P1700401,1,20,3
17,H1700129,P1700403,1,38,5
17,H1700028,P1700406,1,26,3
18,H1800025,P1800001,1,50,3
18,H1800027,P1800003,1,27,3
18,H1800028,P1800004,2,70,3
18,H1800030,P1800007,2,37,4
18,H1800031,P1800008,2,19,3
18,H1800033,P1800011,2,23,3
18,H1800034,P1800012,2,38,3
18,H1800035,P1800013,1,52,3
18,H1800035,P1800014,2,48,3
18,H1800036,P1800015,2,39,2
18,H1800037,P1800017,2,25,3
18,H1800037,P1800018,2,33,3
18,H1800035,P1800019,2,22,3
18,H1800035,P1800020,1,20,3
18,H1800033,P1800021,1,32,3
18,H1800029,P1800022,2,18,3
18,H1800028,P1800023,1,60,3
18,H1800065,P1800034,2,32,3
18,H1800066,P1800036,2,35,3
18,H1800065,P1800037,2,32,4
18,H1800064,P1800038,2,21,3
18,H1800067,P1800040,1,19,3
18,H1800067,P1800041,1,34,5
18,H1800068,P1800043,2,58,3
18,H1800069,P1800044,1,58,3
18,H1800069,P1800045,2,56,3
18,H1800071,P1800048,2,37,3
18,H1800072,P1800049,1,64,2
18,H1800072,P1800050,2,60,3
18,H1800072,P1800051,2,37,3
